codes,wav_codes,transcript
1570,8308224923018134280.wav,அதற்கு மாநிலங்களுக்கு இடையே ஆன வரி மற்றும் சுங்க வரியை கட்டுப்படுத்தும் அதிகாரம் கூட இருக்கவில்லை.
1570,11601475153256065489.wav,அதற்கு மாநிலங்களுக்கு இடையே ஆன வரி மற்றும் சுங்க வரியை கட்டுப்படுத்தும் அதிகாரம் கூட இருக்கவில்லை.
1570,4360808933740398087.wav,அதற்கு மாநிலங்களுக்கு இடையே ஆன வரி மற்றும் சுங்க வரியை கட்டுப்படுத்தும் அதிகாரம் கூட இருக்கவில்லை.
1577,15292467856951400241.wav,அது எனக்குப் புரியவில்லை; அது நியாயமானதாக இல்லை.
1577,14164060533808319125.wav,அது எனக்குப் புரியவில்லை; அது நியாயமானதாக இல்லை.
1541,13443549825062077630.wav,"பொருட்களை வேகமாக வழங்குவதற்கு கூரியர் நிறுவங்கள் நல்ல வருமானங்களை பெறுகின்றன. அடிகடி வணிக ஆவணங்கள், பொருட்கள் அல்லது அவசர பழுதுபார்க்க உதிரி பாகங்களுடன் நேரம் மிகவும் முக்கியமானது."
1541,1705637400367892890.wav,"பொருட்களை வேகமாக வழங்குவதற்கு கூரியர் நிறுவங்கள் நல்ல வருமானங்களை பெறுகின்றன. அடிகடி வணிக ஆவணங்கள், பொருட்கள் அல்லது அவசர பழுதுபார்க்க உதிரி பாகங்களுடன் நேரம் மிகவும் முக்கியமானது."
1541,11455355694135623696.wav,"பொருட்களை வேகமாக வழங்குவதற்கு கூரியர் நிறுவங்கள் நல்ல வருமானங்களை பெறுகின்றன. அடிகடி வணிக ஆவணங்கள், பொருட்கள் அல்லது அவசர பழுதுபார்க்க உதிரி பாகங்களுடன் நேரம் மிகவும் முக்கியமானது."
1540,16730244354251105731.wav,"திபெத்திய புத்தமதத்தின் கொள்கை வெகு சுலபம். அதில் குண்டலினி யோகா, தியானம் மற்றும் அனைவரையும் அணைத்துச் செல்லும் அன்பும் இருக்கிறது."
1540,11034267515857449679.wav,"திபெத்திய புத்தமதத்தின் கொள்கை வெகு சுலபம். அதில் குண்டலினி யோகா, தியானம் மற்றும் அனைவரையும் அணைத்துச் செல்லும் அன்பும் இருக்கிறது."
1540,1646032660212774067.wav,"திபெத்திய புத்தமதத்தின் கொள்கை வெகு சுலபம். அதில் குண்டலினி யோகா, தியானம் மற்றும் அனைவரையும் அணைத்துச் செல்லும் அன்பும் இருக்கிறது."
1606,7310844888501573403.wav,"போர்த்துகீசியர்கள் இதை அழித்துவிட்டு காஸா பிரங்கா என்ற பெயரில் மீண்டும், 1755ஆம் ஆண்டு பூகம்பத்திற்குப் பிறகு கைவிட மட்டுமே, கட்டினார்கள்."
1606,17547037462434664782.wav,"போர்த்துகீசியர்கள் இதை அழித்துவிட்டு காஸா பிரங்கா என்ற பெயரில் மீண்டும், 1755ஆம் ஆண்டு பூகம்பத்திற்குப் பிறகு கைவிட மட்டுமே, கட்டினார்கள்."
1606,16296883504188294955.wav,"போர்த்துகீசியர்கள் இதை அழித்துவிட்டு காஸா பிரங்கா என்ற பெயரில் மீண்டும், 1755ஆம் ஆண்டு பூகம்பத்திற்குப் பிறகு கைவிட மட்டுமே, கட்டினார்கள்."
1658,16956868405473044884.wav,"ஒரு நாளைக்கு பதினெட்டு பதக்கங்கள் மட்டுமே கிடைக்கும் வாய்ப்பிருப்பதால், பல நாடுகள் பதக்க மேடையில் ஏறத்  தவறிவிட்டன."
1658,4366208741166822833.wav,"ஒரு நாளைக்கு பதினெட்டு பதக்கங்கள் மட்டுமே கிடைக்கும் வாய்ப்பிருப்பதால், பல நாடுகள் பதக்க மேடையில் ஏறத்  தவறிவிட்டன."
1658,3350586199613656719.wav,"ஒரு நாளைக்கு பதினெட்டு பதக்கங்கள் மட்டுமே கிடைக்கும் வாய்ப்பிருப்பதால், பல நாடுகள் பதக்க மேடையில் ஏறத்  தவறிவிட்டன."
1624,18286145505772550593.wav,உள்நாட்டு நீர்வழிப்பாதை விடுமுறை அடிப்படையாகக் கொண்ட ஒரு நல்ல கருப்பொருளாக இருக்கும்.
1624,15155999789725671862.wav,உள்நாட்டு நீர்வழிப்பாதை விடுமுறை அடிப்படையாகக் கொண்ட ஒரு நல்ல கருப்பொருளாக இருக்கும்.
1624,7215544543765726074.wav,உள்நாட்டு நீர்வழிப்பாதை விடுமுறை அடிப்படையாகக் கொண்ட ஒரு நல்ல கருப்பொருளாக இருக்கும்.
1643,3340380113675671534.wav,"அந்தப் பூங்கா 19,500 சதுர கிலோ மீட்டர் பரப்புடையது மற்றும் பல்வேறு இயற்கை உயிரினங்களுக்கு ஆதரவளிக்கும் 14 வகை இயற்கை மண்டலங்களைக் கொண்டது."
1643,4253716321896348564.wav,"அந்தப் பூங்கா 19,500 சதுர கிலோ மீட்டர் பரப்புடையது மற்றும் பல்வேறு இயற்கை உயிரினங்களுக்கு ஆதரவளிக்கும் 14 வகை இயற்கை மண்டலங்களைக் கொண்டது."
1640,11280915670299674622.wav,"பனி மற்றும் உறைபனி சாலைகளில், உராய்வு மிகவும் குறைவாக இருக்கும் மற்றும் உங்களுக்கு வெறும் சரளைக் கற்களின் மேல் ஓட்டுவது போலவே ஓட்ட முடியாது."
1640,6605758686084762525.wav,"பனி மற்றும் உறைபனி சாலைகளில், உராய்வு மிகவும் குறைவாக இருக்கும் மற்றும் உங்களுக்கு வெறும் சரளைக் கற்களின் மேல் ஓட்டுவது போலவே ஓட்ட முடியாது."
1597,11843160915594265654.wav,"FIC வெஸ்ட் ஸ்டோரில் இருந்து, ஸ்டான்லியில் அமைந்துள்ள தீவுகளில் உள்ள ஒரே வங்கியில் பணம் பரிமாற்றம் செய்யமுடியும்."
1597,6435784335374053326.wav,"FIC வெஸ்ட் ஸ்டோரில் இருந்து, ஸ்டான்லியில் அமைந்துள்ள தீவுகளில் உள்ள ஒரே வங்கியில் பணம் பரிமாற்றம் செய்யமுடியும்."
1597,5798466857397013891.wav,"FIC வெஸ்ட் ஸ்டோரில் இருந்து, ஸ்டான்லியில் அமைந்துள்ள தீவுகளில் உள்ள ஒரே வங்கியில் பணம் பரிமாற்றம் செய்யமுடியும்."
1636,3435614951315207007.wav,ஸ்பானியர்கள் குடியேற்றக் காலத்தைத் தொடங்கினர். இது மூன்று நூற்றாண்டுகள் வரை நீடித்தது.
1636,10589170176116337032.wav,ஸ்பானியர்கள் குடியேற்றக் காலத்தைத் தொடங்கினர். இது மூன்று நூற்றாண்டுகள் வரை நீடித்தது.
1636,5176783960523636038.wav,ஸ்பானியர்கள் குடியேற்றக் காலத்தைத் தொடங்கினர். இது மூன்று நூற்றாண்டுகள் வரை நீடித்தது.
1529,14621870524886227339.wav,"முன்பு, ரிங்க்ஸின் சீஈஓ ஜேமி ஸிமினாஃப், அவருக்கு அவரது கேரேஜினுள் உள்ள கடைக்குள் கதவு அறிவிப்பு மணியின் ஒலி கேட்காத காரணத்தால், அந்த நிறுவனம் துவங்கப்பட்டது என்பதை குறிப்பிட்டார்."
1561,6432277692300907914.wav,"பல மாவட்டங்கள் சிறிய, வசதியான பலமான,  ஜப்பானிய கோஸ்டார் பேருந்துகளால் சேவை செய்யப்படுகின்றன."
1561,1153587582415937949.wav,"பல மாவட்டங்கள் சிறிய, வசதியான பலமான,  ஜப்பானிய கோஸ்டார் பேருந்துகளால் சேவை செய்யப்படுகின்றன."
1561,10270431525105329521.wav,"பல மாவட்டங்கள் சிறிய, வசதியான பலமான,  ஜப்பானிய கோஸ்டார் பேருந்துகளால் சேவை செய்யப்படுகின்றன."
1543,9015031156023043273.wav,அந்த நோயாளி சில எபோலா வைரஸ் வழக்குகள் நிகழ்ந்த நைஜீரியாவிற்குச் சென்றார்.
1543,17315989626882624777.wav,அந்த நோயாளி சில எபோலா வைரஸ் வழக்குகள் நிகழ்ந்த நைஜீரியாவிற்குச் சென்றார்.
1543,9391563313514319319.wav,அந்த நோயாளி சில எபோலா வைரஸ் வழக்குகள் நிகழ்ந்த நைஜீரியாவிற்குச் சென்றார்.
1637,15670108706386378320.wav,"பயந்து போன அரசர் லூயி xvi, அரசி மேரி ஆன்டோய்நெட், அவர்களது இரண்டு இளைய குழந்தைகள், (11 வயதான மேரி தெரேசே, நான்கு வயதான லூயி சார்லஸ்) மற்றும் அரசரின் சகோதரி, மேடம் எலிசபெத் ஆகியோர் வெர்சைல்ஸ்சிலிருந்து பாரிசுக்கு அக்டோபர் 6, 1789 அன்று, ஒரு கடைக்காரிக்களின் கும்பலால் விரட்டப் பட்டனர்."
