codes,wav_codes,transcript
1595,5027019452924149700.wav,"तिब्बती बौद्ध धर्म बुद्ध की शिक्षाओं पर आधारित है, लेकिन प्रेम के महायान मार्ग और भारतीय योग से बहुत सारी तकनीकों द्वारा इसे बढ़ाया गया."
1595,17631628548706552877.wav,"तिब्बती बौद्ध धर्म बुद्ध की शिक्षाओं पर आधारित है, लेकिन प्रेम के महायान मार्ग और भारतीय योग से बहुत सारी तकनीकों द्वारा इसे बढ़ाया गया."
1595,8436775100040002569.wav,"तिब्बती बौद्ध धर्म बुद्ध की शिक्षाओं पर आधारित है, लेकिन प्रेम के महायान मार्ग और भारतीय योग से बहुत सारी तकनीकों द्वारा इसे बढ़ाया गया."
1558,5925791718184013355.wav,"इससे पहले कि कोई संगठन नवोन्मेषी हो सके, लीडरशिप को नवोन्मेष की संस्कृति बनाने के साथ ही साझा ज्ञान और संगठनात्मक शिक्षण भी तैयार करना होगा."
1558,2959162010730586163.wav,"इससे पहले कि कोई संगठन नवोन्मेषी हो सके, लीडरशिप को नवोन्मेष की संस्कृति बनाने के साथ ही साझा ज्ञान और संगठनात्मक शिक्षण भी तैयार करना होगा."
1558,4383601501288470128.wav,"इससे पहले कि कोई संगठन नवोन्मेषी हो सके, लीडरशिप को नवोन्मेष की संस्कृति बनाने के साथ ही साझा ज्ञान और संगठनात्मक शिक्षण भी तैयार करना होगा."
1551,1044599921269916195.wav,अभी भी वे यह पता लगाने की कोशिश कर रहे हैं कि क्रैश कितना बड़ा था और धरती किस तरह से प्रभावित होगी.
1551,8759029715008013892.wav,अभी भी वे यह पता लगाने की कोशिश कर रहे हैं कि क्रैश कितना बड़ा था और धरती किस तरह से प्रभावित होगी.
1551,8825293215214445472.wav,अभी भी वे यह पता लगाने की कोशिश कर रहे हैं कि क्रैश कितना बड़ा था और धरती किस तरह से प्रभावित होगी.
1572,12853086516705941187.wav,दो घंटों में सरकारी इमारतों के पास दो बम विस्फोट हुए.
1572,5256080569877321430.wav,दो घंटों में सरकारी इमारतों के पास दो बम विस्फोट हुए.
1572,16056136579044242205.wav,दो घंटों में सरकारी इमारतों के पास दो बम विस्फोट हुए.
1615,13484197621962344226.wav,"हज़ारों साल पहले, एरिस्टार्चस नामक एक व्यक्ति ने कहा था कि सौर मंडल सूर्य के चारों ओर घूमता है।"
1615,11745082786885157257.wav,"हज़ारों साल पहले, एरिस्टार्चस नामक एक व्यक्ति ने कहा था कि सौर मंडल सूर्य के चारों ओर घूमता है।"
1618,872106282640325323.wav,"उत्तरी हिस्सा या सेंटिनेल रेंज में अंटार्कटिका के सबसे ऊँचे पहाड़, विंसन मैसिफ़ और माउंट विंसन हैं जिसकी सबसे ऊँची चोटी 4892 मीटर की है."
1573,14930148530444438904.wav,"आम तौर पर सैटेलाइट फोन को मोबाइल फोन के स्थान पर उपयोग नहीं किया जा सकता है, क्योंकि सैटेलाइट फोन से कॉल करने के लिए आपको उपग्रह की रेखा पर घर के बाहर रहना पड़ेगा।"
1514,10267477486953643935.wav,"जब घायलों को लड़ाई बंद होने के बाद अस्पताल ले जाया गया, तो लगभग 40 अन्य बचे हुए कैदी यार्ड में रुके और अपनी कोठरियों में लौटने से इनकार कर दिया."
1528,6574843675110633186.wav,कुछ फ़ेस्टिवल में छोटे बच्चों के साथ आने वाले परिवारों के लिए कैंप लगाने के ख़ास इलाके होते हैं.
1528,7462084327459526946.wav,कुछ फ़ेस्टिवल में छोटे बच्चों के साथ आने वाले परिवारों के लिए कैंप लगाने के ख़ास इलाके होते हैं.
1528,13939004686503523604.wav,कुछ फ़ेस्टिवल में छोटे बच्चों के साथ आने वाले परिवारों के लिए कैंप लगाने के ख़ास इलाके होते हैं.
1568,12726349958442934185.wav,"वैसे तो इसका व्यापक रूप से इस्तेमाल किया जाता है, खास कर गैर-रोमनी लोगों में, लेकिन नकारात्मक स्टीरियोटाइप और रोमनी लोगों की ग़लत धारणाओं की वजह से “जिप्सी” शब्द को अक्सर आपत्तिजनक माना जाता है."
1568,10962458667180447866.wav,"वैसे तो इसका व्यापक रूप से इस्तेमाल किया जाता है, खास कर गैर-रोमनी लोगों में, लेकिन नकारात्मक स्टीरियोटाइप और रोमनी लोगों की ग़लत धारणाओं की वजह से “जिप्सी” शब्द को अक्सर आपत्तिजनक माना जाता है."
1568,7369439226806293441.wav,"वैसे तो इसका व्यापक रूप से इस्तेमाल किया जाता है, खास कर गैर-रोमनी लोगों में, लेकिन नकारात्मक स्टीरियोटाइप और रोमनी लोगों की ग़लत धारणाओं की वजह से “जिप्सी” शब्द को अक्सर आपत्तिजनक माना जाता है."
1570,15263345236611632964.wav,इसके राज्यों के बीच कर कानूनों और शुल्कों को ओवरराइड करने का भी कोई अधिकार नहीं था.
1570,11106558216578129562.wav,इसके राज्यों के बीच कर कानूनों और शुल्कों को ओवरराइड करने का भी कोई अधिकार नहीं था.
1570,9067638475800714768.wav,इसके राज्यों के बीच कर कानूनों और शुल्कों को ओवरराइड करने का भी कोई अधिकार नहीं था.
1525,4156409909382437441.wav,"बड़े-बड़े बुलेवार्ड, ग्लास-फ्रंटेड इमारतों और आधुनिक शॉपिंग सेंटर पारंपरिक लाल टाइल वाली छतों से आच्छादित हैं, 18वीं शताब्दी के बाजार, और पुरानी मस्जिदें और चर्च हैं, हालांकि शहर में पारंपरिक तुर्की की तुलना में भूमध्यसागरीय यूरोप का माहौल अधिक है।"
1561,11416316648423711293.wav,ज़्यादातर जिलों में छोटी जापानी कोस्टर बसें चलती हैं जो आरामदायक और मज़बूत होती हैं.
1561,12997807127785707421.wav,ज़्यादातर जिलों में छोटी जापानी कोस्टर बसें चलती हैं जो आरामदायक और मज़बूत होती हैं.
1625,15133955515647683927.wav,देशभर के लोकप्रिय गायक श्री श्याम के चरणों में भजन या भक्तिगीत पेश करते हैं.
1625,2899966407717589315.wav,देशभर के लोकप्रिय गायक श्री श्याम के चरणों में भजन या भक्तिगीत पेश करते हैं.
1659,5473236276101142186.wav,वैज्ञानिकों का कहना है कि टकराव के कारण हुआ विस्फोट बड़े पैमाने पर हुआ था.
1659,4819542384135179127.wav,वैज्ञानिकों का कहना है कि टकराव के कारण हुआ विस्फोट बड़े पैमाने पर हुआ था.
1659,6375644766909024321.wav,वैज्ञानिकों का कहना है कि टकराव के कारण हुआ विस्फोट बड़े पैमाने पर हुआ था.
1603,2912882773728454954.wav,"इरान में हवाई दुर्घटनाएँ सामान्य हैं, जिसके पास बरसों पुराने हवाई जहाज़ हैं जिनका सिविल और मिलिट्री ऑपरेशन्स में सही तरीके से मेनटेन नहीं किया गया."
1603,7530821084196014134.wav,"इरान में हवाई दुर्घटनाएँ सामान्य हैं, जिसके पास बरसों पुराने हवाई जहाज़ हैं जिनका सिविल और मिलिट्री ऑपरेशन्स में सही तरीके से मेनटेन नहीं किया गया."
1603,13932634424841859240.wav,"इरान में हवाई दुर्घटनाएँ सामान्य हैं, जिसके पास बरसों पुराने हवाई जहाज़ हैं जिनका सिविल और मिलिट्री ऑपरेशन्स में सही तरीके से मेनटेन नहीं किया गया."
1511,5843668892040761338.wav,"जल्द ही, दंगा संबंधी उपकरणों से लैस अधिकारियों ने अहाते में प्रवेश किया और कैदियों को आंसू गैस की मदद से काबू में कर लिया।"
1651,13604489588914590815.wav,एक अंतर-वर्ष की योजना बनाने वालों के लिए अधिक लोकप्रिय विकल्प यात्रा करना और सीखना है.
1647,17939904061225330570.wav,"दिखाए गए दृष्टिकोण हर कहीं उपलब्ध ज़्यादा विस्तृत जानकारी की तुलना में अक्सर सतही, सामान्य और अति-साधारण होते हैं."
1647,11067967481224708206.wav,"दिखाए गए दृष्टिकोण हर कहीं उपलब्ध ज़्यादा विस्तृत जानकारी की तुलना में अक्सर सतही, सामान्य और अति-साधारण होते हैं."
1647,13717875848823242697.wav,"दिखाए गए दृष्टिकोण हर कहीं उपलब्ध ज़्यादा विस्तृत जानकारी की तुलना में अक्सर सतही, सामान्य और अति-साधारण होते हैं."
1579,11928694783044265456.wav,"यह चेतावनी देता है कि कोई भी इस बात की गारंटी नहीं दे सकता कि इस स्थिति में इराक में किसी भी तरह की कार्रवाई से सांप्रदायिक युद्ध, बढ़ती हिंसा या अराजकता पर लगाम लगेगी."
1579,4488372048781592333.wav,"यह चेतावनी देता है कि कोई भी इस बात की गारंटी नहीं दे सकता कि इस स्थिति में इराक में किसी भी तरह की कार्रवाई से सांप्रदायिक युद्ध, बढ़ती हिंसा या अराजकता पर लगाम लगेगी."
1579,588241394769103094.wav,"यह चेतावनी देता है कि कोई भी इस बात की गारंटी नहीं दे सकता कि इस स्थिति में इराक में किसी भी तरह की कार्रवाई से सांप्रदायिक युद्ध, बढ़ती हिंसा या अराजकता पर लगाम लगेगी."
1578,7380192169058768507.wav,"फिर, लक्खा सिंह ने भजन गायकी की कमान संभाली."
1578,16167649664440670698.wav,"फिर, लक्खा सिंह ने भजन गायकी की कमान संभाली."
1515,907596050846269599.wav,चार साल में यह मार्टेली का पांचवां सीईपी है।
1633,12556155672166179839.wav,"इस गतिशील परिवहन शटल में हर कोई किसी न किसी तरह से जुड़ा हुआ है, और निजी कारों पर आधारित परिवहन प्रणाली का समर्थन करता है."
1633,9145959572951030500.wav,"इस गतिशील परिवहन शटल में हर कोई किसी न किसी तरह से जुड़ा हुआ है, और निजी कारों पर आधारित परिवहन प्रणाली का समर्थन करता है."
1527,13367920901783654688.wav,"पोलैंड निवासी नेत्रहीन पुरुष, मैकीज क्रेज़ेल और उनकी गाइड ऐना ऑगर्ज़िनस्का ने सुपर-जी मुकाबले में तेरहवाँ स्थान हासिल किया. इसके अलावा, दक्षिण कोरिया के जोंग सिऑर्क पार्क इस मुकाबले में चौबीसवें स्थान पर रहे."
1588,17232604485640796830.wav,"पुलिस के मुताबिक, फ़ोटोग्राफर को टक्कर मारने वाले वाहन चालक पर आपराधिक आरोप लगने की संभावना बहुत कम है."
1588,13404732298426163503.wav,"पुलिस के मुताबिक, फ़ोटोग्राफर को टक्कर मारने वाले वाहन चालक पर आपराधिक आरोप लगने की संभावना बहुत कम है."
1630,16749191859884479803.wav,पुरुषों के सिटिंग सुपर-जी में मैक्सिको के अर्ली वेलास्केज़ पंद्रहवें स्थान पर रहे. पुरुषों के स्टैंडिंग सुपर-जी में न्यूज़ीलैंड के एडम हॉल नौवें स्थान पर रहे.
1555,10905105795491986941.wav,"चर्च के परिसर में, कुछ कब्रों पर कबूतरों की संगमरमर से बनाई गयी दिलचस्प मूर्तियां हैं।"
1616,14401989077012063818.wav,विज्ञान अब यह संकेत देता है कि इस विशाल कार्बन अर्थव्यवस्था ने जीवमंडल को उसकी स्थिर स्थितियों में से एक से हटा दिया है जिसने पिछले बीस लाख सालों में मानव विकास में सहायता की है.
1616,5803607231452055128.wav,विज्ञान अब यह संकेत देता है कि इस विशाल कार्बन अर्थव्यवस्था ने जीवमंडल को उसकी स्थिर स्थितियों में से एक से हटा दिया है जिसने पिछले बीस लाख सालों में मानव विकास में सहायता की है.
1524,11319373802838018668.wav,"मीट्रिक प्रणाली के इस्तेमाल, निरपेक्षवाद से गणतंत्रवाद, राष्ट्रवाद में बदलाव और देश का भरोसा लोगों से है किसी एक शासक से नहीं, ऐसी बातों का बहुत ज़्यादा सामाजिक और राजनैतिक असर होता है."
1524,7093442126147711795.wav,"मीट्रिक प्रणाली के इस्तेमाल, निरपेक्षवाद से गणतंत्रवाद, राष्ट्रवाद में बदलाव और देश का भरोसा लोगों से है किसी एक शासक से नहीं, ऐसी बातों का बहुत ज़्यादा सामाजिक और राजनैतिक असर होता है."
1552,12279724329535836626.wav,प्लॉटिंग एनालिसिस का परिणाम पब्लिक वेबसाइट पर पोस्ट करना होगा.
1552,7424118532599838203.wav,प्लॉटिंग एनालिसिस का परिणाम पब्लिक वेबसाइट पर पोस्ट करना होगा.
1552,2628903513692558421.wav,प्लॉटिंग एनालिसिस का परिणाम पब्लिक वेबसाइट पर पोस्ट करना होगा.
1639,11633347711483585417.wav,"चूंकि छात्र अक्सर सबसे आलोचनात्मक दर्शक होते हैं, इसलिए ब्लॉग लेखक आलोचना या समीक्षा से बचने के लिए लेखन में सुधार करने का प्रयास करना शुरू कर देता/देती है।"
1639,4597296139761589870.wav,"चूंकि छात्र अक्सर सबसे आलोचनात्मक दर्शक होते हैं, इसलिए ब्लॉग लेखक आलोचना या समीक्षा से बचने के लिए लेखन में सुधार करने का प्रयास करना शुरू कर देता/देती है।"
1639,125591815655275224.wav,"चूंकि छात्र अक्सर सबसे आलोचनात्मक दर्शक होते हैं, इसलिए ब्लॉग लेखक आलोचना या समीक्षा से बचने के लिए लेखन में सुधार करने का प्रयास करना शुरू कर देता/देती है।"
1543,2716557607616402165.wav,"मरीज नाइजीरिया गया था, जहाँ इबोला वायरस के कुछ मामले सामने आए हैं."
1543,3886001744751421771.wav,"मरीज नाइजीरिया गया था, जहाँ इबोला वायरस के कुछ मामले सामने आए हैं."
1543,6564598343664502584.wav,"मरीज नाइजीरिया गया था, जहाँ इबोला वायरस के कुछ मामले सामने आए हैं."
1611,7102476881864435711.wav,वैज्ञानिकों का यह कहना है कि इस जानवर के रोमछिद्र भूरे और कैरोटीनॉयड के नीचे का रंग भूरा-भूरा था।
1643,2381351120168237912.wav,"यह पार्क 19,500 वर्ग किलोमीटर में फैला है और इसमें 14 अलग-अलग इको ज़ोन हैं, जिनमें से हर एक में अलग-अलग वन्यजीवन है."
1550,13925643605494374435.wav,"स्कीइंग कई उत्साही लोगों के लिए एक प्रमुख यात्रा गतिविधि है, जिसे कभी-कभी “स्की बम्स” कहा जाता है, जिसमें विशेष स्थान पर स्कीइंग के इर्दगिर्द पूरी छुट्टियों की योजना बनाते हैं।"
1550,5347195055674384647.wav,"स्कीइंग कई उत्साही लोगों के लिए एक प्रमुख यात्रा गतिविधि है, जिसे कभी-कभी “स्की बम्स” कहा जाता है, जिसमें विशेष स्थान पर स्कीइंग के इर्दगिर्द पूरी छुट्टियों की योजना बनाते हैं।"
1549,13308471741639604073.wav,इन सिद्धांतों से संकेत मिलता है कि लोगों की कुछ ऐसी ज़रूरतें और/या इच्छाएँ थीं जो उनके वयस्क होते-होते उनके भीतर निहित हो गयी.
1602,10003386135529782184.wav,"मेजरकेन खाना, भूमध्य सागर में समान क्षेत्रों की तरह, रोटी, सब्जियों और मांस (विशेष रूप से सूअर का मांस) पर आधारित है, और जैतून के तेल का उपयोग करता है।"
1602,3325276440201173617.wav,"मेजरकेन खाना, भूमध्य सागर में समान क्षेत्रों की तरह, रोटी, सब्जियों और मांस (विशेष रूप से सूअर का मांस) पर आधारित है, और जैतून के तेल का उपयोग करता है।"
1529,12038523408717497365.wav,"इससे पहले, रिंग के सीईओ, जेमी सिमिनॉफ ने बताया था कि कंपनी तब शुरू हुई जब उसके दरवाज़े की घंटी उसके गेराज में स्थित दुकान से सुनाई नहीं देती थी।"
1608,10096022508053277080.wav,"आर्मंड वर्सास ने कहा, मैंने अपनी बहन और उसकी दोस्त को खो दिया, और रास्ते में व्हीलचेयर में दो दिव्यांग लोग थे, और लोग उनपर उछल रहे थे और उन्हें धक्का दे रहे थे”।"
1607,12091698556182716328.wav,कुतूहल गाँव में आधे घंटे टहलना समय की हानि नहीं है।
1607,10211077472389368581.wav,कुतूहल गाँव में आधे घंटे टहलना समय की हानि नहीं है।
1607,8715093097937004387.wav,कुतूहल गाँव में आधे घंटे टहलना समय की हानि नहीं है।
1583,5204454887953784510.wav,"महिला और पुरुष, दोनों की ओर से बड़ी संख्या में मिले सकारात्मक कमेंट और प्रोत्साहन की वजह से वे इस नतीजे पर पहुँची कि गर्भनिरोधक दवाओं को ज़रूरी दवाओं के तौर पर स्वीकार किया जाना चाहिए."
1583,1802237768031018924.wav,"महिला और पुरुष, दोनों की ओर से बड़ी संख्या में मिले सकारात्मक कमेंट और प्रोत्साहन की वजह से वे इस नतीजे पर पहुँची कि गर्भनिरोधक दवाओं को ज़रूरी दवाओं के तौर पर स्वीकार किया जाना चाहिए."
1641,15463559083048772488.wav,"हालाँकि, जंगल का अर्थ केवल मैंग्रोव दलदल नहीं हैं - वे कुछ अंतिम शक्तिशाली जंगलों में से हैं, जो कभी गंगा पठार को कवर करते थे।"
1655,9113972962422065406.wav,"उदाहरण के लिए, “लर्निंग” और “सोशलाइजेशन” को इंटरनेट इस्तेमाल करने की अहम वजह के तौर पर बताया गया है (जेम्स एट अल., 1995)."
1655,12472250695287141648.wav,"उदाहरण के लिए, “लर्निंग” और “सोशलाइजेशन” को इंटरनेट इस्तेमाल करने की अहम वजह के तौर पर बताया गया है (जेम्स एट अल., 1995)."
1620,7699670815019425568.wav,"जावा के व्यंजन अब पूरे द्वीपसमूह में व्यापक रूप से उपलब्ध हैं, जिसमें पारंपरिक व्यंजनों की एक विशेषता है, जावा के व्यंजनों में प्रमुख स्वाद मूंगफली, मिर्च, चीनी (विशेष रूप से जावा की नारियल चीनी) और विभिन्न सुगंधित मसालों का होता है।"
1620,6305371240681881803.wav,"जावा के व्यंजन अब पूरे द्वीपसमूह में व्यापक रूप से उपलब्ध हैं, जिसमें पारंपरिक व्यंजनों की एक विशेषता है, जावा के व्यंजनों में प्रमुख स्वाद मूंगफली, मिर्च, चीनी (विशेष रूप से जावा की नारियल चीनी) और विभिन्न सुगंधित मसालों का होता है।"
1567,16455842468742980101.wav,साल का सबसे बड़ा टूर्नामेंट दिसंबर में लास कैनिटास के पोलो मैदान में होता है.
1564,12048117969720983047.wav,"डॉ मॉल का मानना है कि कुछ रोगियों का अस्पताल में ही संक्रमण हुआ होगा, और इन में कम से कम दो अस्पताल स्वास्थ्य कार्यकर्ता थे।"
1564,1263343886149452395.wav,"डॉ मॉल का मानना है कि कुछ रोगियों का अस्पताल में ही संक्रमण हुआ होगा, और इन में कम से कम दो अस्पताल स्वास्थ्य कार्यकर्ता थे।"
1624,8089559005308393176.wav,अंतर्देशीय जलमार्ग आनेवाली छुट्टियों के लिए एक अच्छा विषय हो सकता है।
1624,4374146930132368423.wav,अंतर्देशीय जलमार्ग आनेवाली छुट्टियों के लिए एक अच्छा विषय हो सकता है।
1624,386806656898138188.wav,अंतर्देशीय जलमार्ग आनेवाली छुट्टियों के लिए एक अच्छा विषय हो सकता है।
1649,9007404425603661263.wav,"जापान में, पहले चेरी ब्लॉसम पार्टियों को सम्राट द्वारा केवल खुद और अपने खास समुदायों के अन्य सदस्यों के लिए इंपीरियल न्यायालय के आसपास होस्ट किया जाता था।"
1649,16275362389611003061.wav,"जापान में, पहले चेरी ब्लॉसम पार्टियों को सम्राट द्वारा केवल खुद और अपने खास समुदायों के अन्य सदस्यों के लिए इंपीरियल न्यायालय के आसपास होस्ट किया जाता था।"
1642,14551730906921424913.wav,फिलीपींस की विजय में अमेरिकी साम्राज्यवाद के युद्ध व्यय का भुगतान फिलिपिनो के लोगों ने खुद किया था.
