codes,wav_codes,transcript
1564,3711988505997395251.wav,"ഡോക്ടർ മോൾ കരുതുന്നത് ചില രോഗികൾക്ക് ആശുപത്രിയിൽ വെച്ചാവാം വൈറസ് ബാധിച്ചതെന്നാണ്, കൂടാതെ കുറഞ്ഞത് രണ്ട് പേരെങ്കിലും ആശുപത്രിയിലെ ആരോഗ്യപ്രവർത്തകരായിരുന്നു."
1607,4222837735343955113.wav,കൗതുകകരമായ ഗ്രാമത്തിലൂടെ അരമണിക്കൂർ നടക്കുന്നത് സമയനഷ്ടമാവില്ല.
1607,11036368948822111836.wav,കൗതുകകരമായ ഗ്രാമത്തിലൂടെ അരമണിക്കൂർ നടക്കുന്നത് സമയനഷ്ടമാവില്ല.
1607,2478532457742521844.wav,കൗതുകകരമായ ഗ്രാമത്തിലൂടെ അരമണിക്കൂർ നടക്കുന്നത് സമയനഷ്ടമാവില്ല.
1528,17575034904967850991.wav,ചില ഉത്സവങ്ങളിൽ ചെറിയ കുട്ടികളുള്ള കുടുംബങ്ങൾക്ക് പ്രത്യേക ക്യാമ്പിംഗ് സ്ഥലങ്ങളുണ്ട്.
1528,11265812835736457978.wav,ചില ഉത്സവങ്ങളിൽ ചെറിയ കുട്ടികളുള്ള കുടുംബങ്ങൾക്ക് പ്രത്യേക ക്യാമ്പിംഗ് സ്ഥലങ്ങളുണ്ട്.
1528,379684959813385919.wav,ചില ഉത്സവങ്ങളിൽ ചെറിയ കുട്ടികളുള്ള കുടുംബങ്ങൾക്ക് പ്രത്യേക ക്യാമ്പിംഗ് സ്ഥലങ്ങളുണ്ട്.
1645,17762055008218217887.wav,"രാജാവ് മുതൽ സാധാരണക്കാരെ വരെ, ഏവരേയും ബാധിക്കുന്ന ഒരു സർവ്വ വ്യാപിയായ ശക്തിയാണത്."
1645,6342187837226153879.wav,"രാജാവ് മുതൽ സാധാരണക്കാരെ വരെ, ഏവരേയും ബാധിക്കുന്ന ഒരു സർവ്വ വ്യാപിയായ ശക്തിയാണത്."
1645,311741051131328655.wav,"രാജാവ് മുതൽ സാധാരണക്കാരെ വരെ, ഏവരേയും ബാധിക്കുന്ന ഒരു സർവ്വ വ്യാപിയായ ശക്തിയാണത്."
1651,2422556979440579942.wav,ഒരു വർഷത്തെ ഇടവേള ആസൂത്രണം ചെയ്യുന്നവർക്ക് പറ്റിയ ഒരു സാധാരണ തിരഞ്ഞെടുക്കൽ യാത്രയും അതിലൂടെ പഠനവുമാണ്.
1651,4116962171158645607.wav,ഒരു വർഷത്തെ ഇടവേള ആസൂത്രണം ചെയ്യുന്നവർക്ക് പറ്റിയ ഒരു സാധാരണ തിരഞ്ഞെടുക്കൽ യാത്രയും അതിലൂടെ പഠനവുമാണ്.
1651,11367854726224069253.wav,ഒരു വർഷത്തെ ഇടവേള ആസൂത്രണം ചെയ്യുന്നവർക്ക് പറ്റിയ ഒരു സാധാരണ തിരഞ്ഞെടുക്കൽ യാത്രയും അതിലൂടെ പഠനവുമാണ്.
1617,15046166163103102994.wav,"ദക്ഷിണാഫ്രിക്കയുടെ വടക്കുകിഴക്കൻ ഭാഗത്താണ് ക്രൂഗർ നാഷണൽ പാർക്ക് (കെ‌എൻ‌പി) ഒപ്പം കിഴക്ക് മൊസാംബിക്ക്, വടക്ക് സിംബാബ്‌വെ എന്നിവയുടെ അതിർത്തിയിൽ പ്രവർത്തിക്കുന്നു, തെക്കൻ അതിർത്തി ക്രോക്കോഡൈൽ നദിയാണ്."
1617,14123788596838026798.wav,"ദക്ഷിണാഫ്രിക്കയുടെ വടക്കുകിഴക്കൻ ഭാഗത്താണ് ക്രൂഗർ നാഷണൽ പാർക്ക് (കെ‌എൻ‌പി) ഒപ്പം കിഴക്ക് മൊസാംബിക്ക്, വടക്ക് സിംബാബ്‌വെ എന്നിവയുടെ അതിർത്തിയിൽ പ്രവർത്തിക്കുന്നു, തെക്കൻ അതിർത്തി ക്രോക്കോഡൈൽ നദിയാണ്."
1617,11007367752728889084.wav,"ദക്ഷിണാഫ്രിക്കയുടെ വടക്കുകിഴക്കൻ ഭാഗത്താണ് ക്രൂഗർ നാഷണൽ പാർക്ക് (കെ‌എൻ‌പി) ഒപ്പം കിഴക്ക് മൊസാംബിക്ക്, വടക്ക് സിംബാബ്‌വെ എന്നിവയുടെ അതിർത്തിയിൽ പ്രവർത്തിക്കുന്നു, തെക്കൻ അതിർത്തി ക്രോക്കോഡൈൽ നദിയാണ്."
1616,12142248790301943335.wav,ശാസ്ത്രം ഇപ്പോൾ സൂചിപ്പിക്കുന്നത് കഴിഞ്ഞ രണ്ട് ദശലക്ഷം വർഷങ്ങളായി മനുഷ്യ പരിണാമത്തെ പിന്തുണച്ച അതിന്റെ സുസ്ഥിരമായ അവസ്ഥകളിലൊന്നിൽ നിന്ന് ജൈവ മണ്ഡലത്തെ കാർബൺ ഇക്കോണമി മാറ്റിയെന്നാണ്.
1616,5990465663336764794.wav,ശാസ്ത്രം ഇപ്പോൾ സൂചിപ്പിക്കുന്നത് കഴിഞ്ഞ രണ്ട് ദശലക്ഷം വർഷങ്ങളായി മനുഷ്യ പരിണാമത്തെ പിന്തുണച്ച അതിന്റെ സുസ്ഥിരമായ അവസ്ഥകളിലൊന്നിൽ നിന്ന് ജൈവ മണ്ഡലത്തെ കാർബൺ ഇക്കോണമി മാറ്റിയെന്നാണ്.
1616,1710399400212924726.wav,ശാസ്ത്രം ഇപ്പോൾ സൂചിപ്പിക്കുന്നത് കഴിഞ്ഞ രണ്ട് ദശലക്ഷം വർഷങ്ങളായി മനുഷ്യ പരിണാമത്തെ പിന്തുണച്ച അതിന്റെ സുസ്ഥിരമായ അവസ്ഥകളിലൊന്നിൽ നിന്ന് ജൈവ മണ്ഡലത്തെ കാർബൺ ഇക്കോണമി മാറ്റിയെന്നാണ്.
1581,8886570957482643036.wav,"ആമസോൺ, ആറ് മൈൽ വീതിയോട് കൂടി, ഭൂമിയിലെ ഏറ്റവും വിശാലമായ നദി കൂടിയാണ്."
1581,1931162408703860119.wav,"ആമസോൺ, ആറ് മൈൽ വീതിയോട് കൂടി, ഭൂമിയിലെ ഏറ്റവും വിശാലമായ നദി കൂടിയാണ്."
1581,13083472312227088535.wav,"ആമസോൺ, ആറ് മൈൽ വീതിയോട് കൂടി, ഭൂമിയിലെ ഏറ്റവും വിശാലമായ നദി കൂടിയാണ്."
1553,14505960054500809594.wav,"ക്രിസ്തുമതത്തിലെ ഏറ്റവും പ്രധാനപ്പെട്ട അവധി ദിനങ്ങളിൽ 1 ആണ്  ക്രിസ്മസ്, ഇത് യേശുവിന്റെ ജന്മദിനമായി ആഘോഷിക്കപ്പെടുന്നു."
1553,13275625726767172438.wav,"ക്രിസ്തുമതത്തിലെ ഏറ്റവും പ്രധാനപ്പെട്ട അവധി ദിനങ്ങളിൽ 1 ആണ്  ക്രിസ്മസ്, ഇത് യേശുവിന്റെ ജന്മദിനമായി ആഘോഷിക്കപ്പെടുന്നു."
1553,3190222346248302079.wav,"ക്രിസ്തുമതത്തിലെ ഏറ്റവും പ്രധാനപ്പെട്ട അവധി ദിനങ്ങളിൽ 1 ആണ്  ക്രിസ്മസ്, ഇത് യേശുവിന്റെ ജന്മദിനമായി ആഘോഷിക്കപ്പെടുന്നു."
1534,9583829248926148311.wav,"അവിടെ എത്തിച്ചേരാൻ ബുദ്ധിമുട്ടുള്ളത് കൊണ്ട്, ""തിംബുക്തു"" എന്ന പദം അസാധാരണവും വിദൂരവുമായ ദേശങ്ങളെ കുറിച്ച് പറയുമ്പോൾ ഒരു അലങ്കാരമായി ഉപയോഗിക്കപ്പെട്ടു."
1534,16595739438432082416.wav,"അവിടെ എത്തിച്ചേരാൻ ബുദ്ധിമുട്ടുള്ളത് കൊണ്ട്, ""തിംബുക്തു"" എന്ന പദം അസാധാരണവും വിദൂരവുമായ ദേശങ്ങളെ കുറിച്ച് പറയുമ്പോൾ ഒരു അലങ്കാരമായി ഉപയോഗിക്കപ്പെട്ടു."
1534,4880661610025762369.wav,"അവിടെ എത്തിച്ചേരാൻ ബുദ്ധിമുട്ടുള്ളത് കൊണ്ട്, ""തിംബുക്തു"" എന്ന പദം അസാധാരണവും വിദൂരവുമായ ദേശങ്ങളെ കുറിച്ച് പറയുമ്പോൾ ഒരു അലങ്കാരമായി ഉപയോഗിക്കപ്പെട്ടു."
1575,7087659769661890449.wav,"കരാർ ഒപ്പിട്ടുകഴിഞ്ഞാൽ പത്ത് വർഷക്കാലം താഴ്‌വരയിൽ സൈനിക സാന്നിധ്യം ആവശ്യമാണെന്ന് ഇസ്രായേൽ ആവശ്യപ്പെടുന്നു, എന്നാൽ അത്തരം സാന്നിദ്ധ്യത്തിന് അഞ്ച് വർഷത്തേക്ക് അനുമതി നൽകാനേ പിഎ സമ്മതിക്കുന്നുള്ളു."
1575,1242002945871209513.wav,"കരാർ ഒപ്പിട്ടുകഴിഞ്ഞാൽ പത്ത് വർഷക്കാലം താഴ്‌വരയിൽ സൈനിക സാന്നിധ്യം ആവശ്യമാണെന്ന് ഇസ്രായേൽ ആവശ്യപ്പെടുന്നു, എന്നാൽ അത്തരം സാന്നിദ്ധ്യത്തിന് അഞ്ച് വർഷത്തേക്ക് അനുമതി നൽകാനേ പിഎ സമ്മതിക്കുന്നുള്ളു."
1575,16244521996476105447.wav,"കരാർ ഒപ്പിട്ടുകഴിഞ്ഞാൽ പത്ത് വർഷക്കാലം താഴ്‌വരയിൽ സൈനിക സാന്നിധ്യം ആവശ്യമാണെന്ന് ഇസ്രായേൽ ആവശ്യപ്പെടുന്നു, എന്നാൽ അത്തരം സാന്നിദ്ധ്യത്തിന് അഞ്ച് വർഷത്തേക്ക് അനുമതി നൽകാനേ പിഎ സമ്മതിക്കുന്നുള്ളു."
1524,913007590479729966.wav,"മെട്രിക് സമ്പ്രദായത്തിന്റെ ഉപയോഗം, ഏകാധിപത്യത്തിൽ നിന്ന് പ്രജാധിപത്യത്തിലേക്കുള്ള മാറ്റം, ദേശീയത, രാജ്യം ഭരണാധികാരിക്കല്ല മറിച്ച്  ജനങ്ങൾക്ക് അവകാശപ്പെട്ടതാണ് എന്നതുപോലെയുള്ള സാമൂഹികവും രാഷ്ട്രീയവുമായ ധാരാളം പ്രഭാവങ്ങൾ അവിടെ ഉണ്ട്."
1524,8975620090582024240.wav,"മെട്രിക് സമ്പ്രദായത്തിന്റെ ഉപയോഗം, ഏകാധിപത്യത്തിൽ നിന്ന് പ്രജാധിപത്യത്തിലേക്കുള്ള മാറ്റം, ദേശീയത, രാജ്യം ഭരണാധികാരിക്കല്ല മറിച്ച്  ജനങ്ങൾക്ക് അവകാശപ്പെട്ടതാണ് എന്നതുപോലെയുള്ള സാമൂഹികവും രാഷ്ട്രീയവുമായ ധാരാളം പ്രഭാവങ്ങൾ അവിടെ ഉണ്ട്."
1524,10174448706395835589.wav,"മെട്രിക് സമ്പ്രദായത്തിന്റെ ഉപയോഗം, ഏകാധിപത്യത്തിൽ നിന്ന് പ്രജാധിപത്യത്തിലേക്കുള്ള മാറ്റം, ദേശീയത, രാജ്യം ഭരണാധികാരിക്കല്ല മറിച്ച്  ജനങ്ങൾക്ക് അവകാശപ്പെട്ടതാണ് എന്നതുപോലെയുള്ള സാമൂഹികവും രാഷ്ട്രീയവുമായ ധാരാളം പ്രഭാവങ്ങൾ അവിടെ ഉണ്ട്."
1602,8809817640637689715.wav,"മജോർകൻ പാചകരീതി,മെഡിറ്ററേനിയനിലെ മറ്റ് മേഖലകൾക്ക് സമാനമായി,ബ്രെഡ്,പച്ചക്കറികൾ,മാംസം (പ്രത്യേകിച്ച്,പന്നിയിറച്ചി) എന്നിവ അടിസ്ഥാനമാക്കിയാണ് തയ്യാറാക്കുന്നത്,ഒലീവ് എണ്ണയാണ് പൊതുവെ ഇതിന് ഉപയോഗിക്കാറുള്ളത്."
1602,6141121590747302351.wav,"മജോർകൻ പാചകരീതി,മെഡിറ്ററേനിയനിലെ മറ്റ് മേഖലകൾക്ക് സമാനമായി,ബ്രെഡ്,പച്ചക്കറികൾ,മാംസം (പ്രത്യേകിച്ച്,പന്നിയിറച്ചി) എന്നിവ അടിസ്ഥാനമാക്കിയാണ് തയ്യാറാക്കുന്നത്,ഒലീവ് എണ്ണയാണ് പൊതുവെ ഇതിന് ഉപയോഗിക്കാറുള്ളത്."
1602,10985835650234898362.wav,"മജോർകൻ പാചകരീതി,മെഡിറ്ററേനിയനിലെ മറ്റ് മേഖലകൾക്ക് സമാനമായി,ബ്രെഡ്,പച്ചക്കറികൾ,മാംസം (പ്രത്യേകിച്ച്,പന്നിയിറച്ചി) എന്നിവ അടിസ്ഥാനമാക്കിയാണ് തയ്യാറാക്കുന്നത്,ഒലീവ് എണ്ണയാണ് പൊതുവെ ഇതിന് ഉപയോഗിക്കാറുള്ളത്."
1614,1033719994014006240.wav,"അവയ്ക്ക് മികച്ച രാത്രിക്കാഴ്ചയുള്ളതിനാല്‍ വളരെ നന്നായി കാണാനാകും, കൂടാതെ വളരെപ്പെട്ടെന്ന് നീങ്ങുകയും ചെയ്യും. ഒസെലോട്ടുകള്‍ അവയുടെ ഇരയെ പിടിക്കുന്നത് ചുറ്റുപാടുകളില്‍ അലിഞ്ഞുചേര്‍ന്ന് അവയ്ക്കുമേല്‍ ചാടിവീണാണ്‌."
1614,15197835784301117598.wav,"അവയ്ക്ക് മികച്ച രാത്രിക്കാഴ്ചയുള്ളതിനാല്‍ വളരെ നന്നായി കാണാനാകും, കൂടാതെ വളരെപ്പെട്ടെന്ന് നീങ്ങുകയും ചെയ്യും. ഒസെലോട്ടുകള്‍ അവയുടെ ഇരയെ പിടിക്കുന്നത് ചുറ്റുപാടുകളില്‍ അലിഞ്ഞുചേര്‍ന്ന് അവയ്ക്കുമേല്‍ ചാടിവീണാണ്‌."
1614,534410802666569132.wav,"അവയ്ക്ക് മികച്ച രാത്രിക്കാഴ്ചയുള്ളതിനാല്‍ വളരെ നന്നായി കാണാനാകും, കൂടാതെ വളരെപ്പെട്ടെന്ന് നീങ്ങുകയും ചെയ്യും. ഒസെലോട്ടുകള്‍ അവയുടെ ഇരയെ പിടിക്കുന്നത് ചുറ്റുപാടുകളില്‍ അലിഞ്ഞുചേര്‍ന്ന് അവയ്ക്കുമേല്‍ ചാടിവീണാണ്‌."
1585,2946473798312406725.wav,"കാലക്രമേണ പുതിയ തലമുറ അവരുടെ പുതിയ പരിസ്ഥിതിയോട് ഇണങ്ങാൻ തുടങ്ങുമ്പോൾ, അവർ മറ്റ് ജനവിഭാഗത്തെ പോലെ കൂടുതലായി കുറച്ചുകാണാൻ തുടങ്ങുന്നു."
1585,13423909115505701603.wav,"കാലക്രമേണ പുതിയ തലമുറ അവരുടെ പുതിയ പരിസ്ഥിതിയോട് ഇണങ്ങാൻ തുടങ്ങുമ്പോൾ, അവർ മറ്റ് ജനവിഭാഗത്തെ പോലെ കൂടുതലായി കുറച്ചുകാണാൻ തുടങ്ങുന്നു."
1585,990988427834011082.wav,"കാലക്രമേണ പുതിയ തലമുറ അവരുടെ പുതിയ പരിസ്ഥിതിയോട് ഇണങ്ങാൻ തുടങ്ങുമ്പോൾ, അവർ മറ്റ് ജനവിഭാഗത്തെ പോലെ കൂടുതലായി കുറച്ചുകാണാൻ തുടങ്ങുന്നു."
1640,2721637107034837134.wav,"ഐസും മഞ്ഞും പുതഞ്ഞ റോഡ് മാർഗ്ഗങ്ങളിൽ ഘർഷണം കുറവായിരിക്കും, ടാര്‍ വിരിച്ച റോഡിലൂടെ എന്ന പോലെ നിങ്ങൾക്ക് വാഹനം ഡ്രൈവ് ചെയ്യാനാവില്ല."
1640,14084863763909832103.wav,"ഐസും മഞ്ഞും പുതഞ്ഞ റോഡ് മാർഗ്ഗങ്ങളിൽ ഘർഷണം കുറവായിരിക്കും, ടാര്‍ വിരിച്ച റോഡിലൂടെ എന്ന പോലെ നിങ്ങൾക്ക് വാഹനം ഡ്രൈവ് ചെയ്യാനാവില്ല."
1640,8358608639881567264.wav,"ഐസും മഞ്ഞും പുതഞ്ഞ റോഡ് മാർഗ്ഗങ്ങളിൽ ഘർഷണം കുറവായിരിക്കും, ടാര്‍ വിരിച്ച റോഡിലൂടെ എന്ന പോലെ നിങ്ങൾക്ക് വാഹനം ഡ്രൈവ് ചെയ്യാനാവില്ല."
1515,1548356352224636602.wav,നാല് വർഷത്തിനിടയിലെ മാർട്ടെലിയുടെ അഞ്ചാമത്തെ സിഇപി ആണ് ഇത്.
1515,1267906698858838603.wav,നാല് വർഷത്തിനിടയിലെ മാർട്ടെലിയുടെ അഞ്ചാമത്തെ സിഇപി ആണ് ഇത്.
1515,12576032952607342441.wav,നാല് വർഷത്തിനിടയിലെ മാർട്ടെലിയുടെ അഞ്ചാമത്തെ സിഇപി ആണ് ഇത്.
1595,6665806032791037365.wav,"ടിബറ്റൻ ബുദ്ധമതം ബുദ്ധന്റെ ഉപദേശങ്ങളെ അടിസ്ഥാനമാക്കിയുള്ളതാണ്, പക്ഷെ മഹായാനയുടെ സ്നേഹത്തിന്റെ പാതയിലൂടെയും ഇന്ത്യൻ യോഗയിൽ നിന്നുള്ള ധാരാളം സാങ്കേതിക വിദ്യകളിലൂടെയും ഇത് വ്യാപിക്കപ്പെട്ടു."
1595,5897537240240204535.wav,"ടിബറ്റൻ ബുദ്ധമതം ബുദ്ധന്റെ ഉപദേശങ്ങളെ അടിസ്ഥാനമാക്കിയുള്ളതാണ്, പക്ഷെ മഹായാനയുടെ സ്നേഹത്തിന്റെ പാതയിലൂടെയും ഇന്ത്യൻ യോഗയിൽ നിന്നുള്ള ധാരാളം സാങ്കേതിക വിദ്യകളിലൂടെയും ഇത് വ്യാപിക്കപ്പെട്ടു."
1595,5034694608754701437.wav,"ടിബറ്റൻ ബുദ്ധമതം ബുദ്ധന്റെ ഉപദേശങ്ങളെ അടിസ്ഥാനമാക്കിയുള്ളതാണ്, പക്ഷെ മഹായാനയുടെ സ്നേഹത്തിന്റെ പാതയിലൂടെയും ഇന്ത്യൻ യോഗയിൽ നിന്നുള്ള ധാരാളം സാങ്കേതിക വിദ്യകളിലൂടെയും ഇത് വ്യാപിക്കപ്പെട്ടു."
1545,16377384683549110764.wav,"ഒരു കറി ചാറിന്റെ അളവ് അനുസരിച്ച് ""വരണ്ടതോ"" ""നനവുള്ളതോ"" ആകാം."
1545,9986037428121322503.wav,"ഒരു കറി ചാറിന്റെ അളവ് അനുസരിച്ച് ""വരണ്ടതോ"" ""നനവുള്ളതോ"" ആകാം."
1545,11190676433684563558.wav,"ഒരു കറി ചാറിന്റെ അളവ് അനുസരിച്ച് ""വരണ്ടതോ"" ""നനവുള്ളതോ"" ആകാം."
1579,856548548526904430.wav,ഈ സമയത്ത് ഇറാഖിലെ ഏതെങ്കിലും നടപടികൾ വിഭാഗീയ പോരാട്ടവും വർദ്ധിച്ചുവരുന്ന അക്രമവും അരാജകത്വത്തിലേക്ക് നീങ്ങലും തടയുമെന്ന് ആർക്കും ഉറപ്പുനൽകാനാവില്ലെന്ന് ഇത് മുന്നറിയിപ്പ് നൽകുന്നു.
1579,16023096925432147321.wav,ഈ സമയത്ത് ഇറാഖിലെ ഏതെങ്കിലും നടപടികൾ വിഭാഗീയ പോരാട്ടവും വർദ്ധിച്ചുവരുന്ന അക്രമവും അരാജകത്വത്തിലേക്ക് നീങ്ങലും തടയുമെന്ന് ആർക്കും ഉറപ്പുനൽകാനാവില്ലെന്ന് ഇത് മുന്നറിയിപ്പ് നൽകുന്നു.
1579,15496393984867219452.wav,ഈ സമയത്ത് ഇറാഖിലെ ഏതെങ്കിലും നടപടികൾ വിഭാഗീയ പോരാട്ടവും വർദ്ധിച്ചുവരുന്ന അക്രമവും അരാജകത്വത്തിലേക്ക് നീങ്ങലും തടയുമെന്ന് ആർക്കും ഉറപ്പുനൽകാനാവില്ലെന്ന് ഇത് മുന്നറിയിപ്പ് നൽകുന്നു.
1639,8563092393138289087.wav,"വിദ്യാർത്ഥികൾ പലപ്പോഴും ഏറ്റവും വിമർശന ബുദ്ധിയോടെ കാണുന്നവരായതിനാൽ, വിമർശനം ഒഴിവാക്കാൻ ബ്ലോഗ് എഴുത്തുകാരൻ എഴുത്ത് മെച്ചപ്പെടുത്താൻ തുടങ്ങി."
1639,13703055137286563819.wav,"വിദ്യാർത്ഥികൾ പലപ്പോഴും ഏറ്റവും വിമർശന ബുദ്ധിയോടെ കാണുന്നവരായതിനാൽ, വിമർശനം ഒഴിവാക്കാൻ ബ്ലോഗ് എഴുത്തുകാരൻ എഴുത്ത് മെച്ചപ്പെടുത്താൻ തുടങ്ങി."
