codes,wav_codes,transcript
1526,2738435756002438631.wav,"Bw'okyalira ebitundu bya Arctic oba Antarctic mu biseera by'obunyogovu ojja kulaba ekiro ekitangaavu, ekitegeeza nti omusana teguva waggulu w'ensi."
1526,6152257899285596656.wav,"Bw'okyalira ebitundu bya Arctic oba Antarctic mu biseera by'obunyogovu ojja kulaba ekiro ekitangaavu, ekitegeeza nti omusana teguva waggulu w'ensi."
1649,14635156437890209239.wav,"Mu Japani, obubaga bw'obumuli bwabadde mu maka ga kabaka ng'era yekka n'abagagga abalala bebaabadeyo."
1649,2670746951077706809.wav,"Mu Japani, obubaga bw'obumuli bwabadde mu maka ga kabaka ng'era yekka n'abagagga abalala bebaabadeyo."
1649,7908023182473035184.wav,"Mu Japani, obubaga bw'obumuli bwabadde mu maka ga kabaka ng'era yekka n'abagagga abalala bebaabadeyo."
1612,501644412105619223.wav,Amazzi gayiika Ku levee mu kitundu fuuti 100 mubugazi.
1612,11500655398429746984.wav,Amazzi gayiika Ku levee mu kitundu fuuti 100 mubugazi.
1612,16431981271951738711.wav,Amazzi gayiika Ku levee mu kitundu fuuti 100 mubugazi.
1655,5286736986248533243.wav,"Okugeza, “okuyiga” n’ “okukwatagana” biweredwa nga ebisikiriza okukozesa omutimbagano (James et al., 1995)."
1655,2392595854009033395.wav,"Okugeza, “okuyiga” n’ “okukwatagana” biweredwa nga ebisikiriza okukozesa omutimbagano (James et al., 1995)."
1655,2836387803960061403.wav,"Okugeza, “okuyiga” n’ “okukwatagana” biweredwa nga ebisikiriza okukozesa omutimbagano (James et al., 1995)."
1610,17126492547451820607.wav,"Ebintu ebyo bifuuse bya mpisa za njawulo, ebitunulidde okufuna ebiyamba ku bizibu bye tusisinkana mu bulamu."
1610,3636615648022426247.wav,"Ebintu ebyo bifuuse bya mpisa za njawulo, ebitunulidde okufuna ebiyamba ku bizibu bye tusisinkana mu bulamu."
1543,11747679693410154627.wav,"Omulwadde yabaddeko e Nigeria, awabadde obulwadde obumu obwa Ebola virus"
1566,7910285669150423235.wav,Atte nga ebitundu kinaana ku buli kikumi ebyagidwako emisolo mu nsi za Amerika ezomumasekati. Tukujanjaba.
1566,18175396705689094968.wav,Atte nga ebitundu kinaana ku buli kikumi ebyagidwako emisolo mu nsi za Amerika ezomumasekati. Tukujanjaba.
1566,5967005653698568248.wav,Atte nga ebitundu kinaana ku buli kikumi ebyagidwako emisolo mu nsi za Amerika ezomumasekati. Tukujanjaba.
1599,1964735000971374480.wav,"Abantu abasoka n’embera gyebalimu tebyakyuka nyo, bakyetaga obuyambi bungi okutelela."
1639,11166435708137051907.wav,"Okuva nti abayizi be bakyasinze okuwulirwa, omuwadiisi awandiika ye tegerezza okusobola okwewala esobi awamu n’okuwabulwa."
1639,13325913467218600285.wav,"Okuva nti abayizi be bakyasinze okuwulirwa, omuwadiisi awandiika ye tegerezza okusobola okwewala esobi awamu n’okuwabulwa."
1579,6332495232701581497.wav,"Okulabulwa nti tewali kukakasa nti ekikolebwa kyona e Iraq kunamalawo olutalo lweddini, okulwanagana oba okudda mu butabanguko"
1579,11199754395361734678.wav,"Okulabulwa nti tewali kukakasa nti ekikolebwa kyona e Iraq kunamalawo olutalo lweddini, okulwanagana oba okudda mu butabanguko"
1621,5144529073877321888.wav,Mu ntandikwa enyambala yagoberera nyo eby’obuwangwa obwa Byzantine mu buvanjuba.
1621,1359487375636126528.wav,Mu ntandikwa enyambala yagoberera nyo eby’obuwangwa obwa Byzantine mu buvanjuba.
1621,13928468993936130812.wav,Mu ntandikwa enyambala yagoberera nyo eby’obuwangwa obwa Byzantine mu buvanjuba.
1536,14490338078513280016.wav,"Abakulembeze abye byalo balabula abatuze mu kifo ewali ebimera basigale mu nju zabwe munda, okujjako byonna ebyuma ebileta ebugumu awamu n’empewo ‘obutanywa mazzi ga tapu"
1536,15976537522294906548.wav,"Abakulembeze abye byalo balabula abatuze mu kifo ewali ebimera basigale mu nju zabwe munda, okujjako byonna ebyuma ebileta ebugumu awamu n’empewo ‘obutanywa mazzi ga tapu"
1536,8058423185616003330.wav,"Abakulembeze abye byalo balabula abatuze mu kifo ewali ebimera basigale mu nju zabwe munda, okujjako byonna ebyuma ebileta ebugumu awamu n’empewo ‘obutanywa mazzi ga tapu"
1645,6364322645845299526.wav,Amaanyi gaakyo agasasana buliwamu gaakosa buli omu okuva ku kabaka okutuuka ku muntu wabulijjo.
1645,8138893674109570211.wav,Amaanyi gaakyo agasasana buliwamu gaakosa buli omu okuva ku kabaka okutuuka ku muntu wabulijjo.
1637,4687038824280028046.wav,"King Louis XVI atidde, Queen Marie Antoinette n’abaana baabwe abato babiri (Marie Therese ow’emyaka 11 ne Louis-Charles ne ow’emyaka ena) ne mwannyina wa kabaka Madam Elizabeth, ku 6th October 1789 baagobwa ekibinja ky’abakyala b’akatale okudda e Paris okuva Versailles."
1637,6622845994462814172.wav,"King Louis XVI atidde, Queen Marie Antoinette n’abaana baabwe abato babiri (Marie Therese ow’emyaka 11 ne Louis-Charles ne ow’emyaka ena) ne mwannyina wa kabaka Madam Elizabeth, ku 6th October 1789 baagobwa ekibinja ky’abakyala b’akatale okudda e Paris okuva Versailles."
1637,5099074792263300835.wav,"King Louis XVI atidde, Queen Marie Antoinette n’abaana baabwe abato babiri (Marie Therese ow’emyaka 11 ne Louis-Charles ne ow’emyaka ena) ne mwannyina wa kabaka Madam Elizabeth, ku 6th October 1789 baagobwa ekibinja ky’abakyala b’akatale okudda e Paris okuva Versailles."
1586,10615352420657720167.wav,"Yasookera ku Slalom, wataasobolera kuwangula emisinde jje ejaasooka. awamu, abawakanyi 36 ku 116 tebaasobola kumalako misiinde jino."
1586,705003798340091571.wav,"Yasookera ku Slalom, wataasobolera kuwangula emisinde jje ejaasooka. awamu, abawakanyi 36 ku 116 tebaasobola kumalako misiinde jino."
1589,5828801367101259786.wav,"Ebisanyiizo ebisalawo ekitundu kyobuwangwa nga ekyenjawulo luyina kuba lulimi, eby'obulungi ediini, ebyobufuzi, ekikula, ekitundu, oba omugate gwensonga ."
1589,6051825388859670484.wav,"Ebisanyiizo ebisalawo ekitundu kyobuwangwa nga ekyenjawulo luyina kuba lulimi, eby'obulungi ediini, ebyobufuzi, ekikula, ekitundu, oba omugate gwensonga ."
1640,13473436119935970627.wav,"Ku makubo ag'omuzira ne balaafu, okukuubagana kutono era tosobola kuvuga nga eyali ku kolaasi omwerere."
1640,14763199292196559715.wav,"Ku makubo ag'omuzira ne balaafu, okukuubagana kutono era tosobola kuvuga nga eyali ku kolaasi omwerere."
1640,15879804860026321292.wav,"Ku makubo ag'omuzira ne balaafu, okukuubagana kutono era tosobola kuvuga nga eyali ku kolaasi omwerere."
1650,9238098632795006868.wav,"Goonya zo mumazzi agomunnyo tezibeera nnyo mu ssemayanja, sisinga kubeera mu mugga mu mambuka okuva mu Rockhampton."
1650,1562428508765697209.wav,"Goonya zo mumazzi agomunnyo tezibeera nnyo mu ssemayanja, sisinga kubeera mu mugga mu mambuka okuva mu Rockhampton."
1650,1536047008960183032.wav,"Goonya zo mumazzi agomunnyo tezibeera nnyo mu ssemayanja, sisinga kubeera mu mugga mu mambuka okuva mu Rockhampton."
1571,15332799725928626601.wav,"Abawarabu nabo baleeta obuyisiramu mu kitundu, era kyazanya ekifo kyamanyi mu Comoros ne Mayotte."
1571,16322317617480815299.wav,"Abawarabu nabo baleeta obuyisiramu mu kitundu, era kyazanya ekifo kyamanyi mu Comoros ne Mayotte."
1519,11196567116440008331.wav,"Ebiseera ebisinga,okusaba ekifo awo kusomera ky’omwaka kisoboola okutereza awamu n’okusa ku bitabo byoba osomye okuva mu nsi yamwe."
1519,8397274027809631260.wav,"Ebiseera ebisinga,okusaba ekifo awo kusomera ky’omwaka kisoboola okutereza awamu n’okusa ku bitabo byoba osomye okuva mu nsi yamwe."
1519,16723021520065847321.wav,"Ebiseera ebisinga,okusaba ekifo awo kusomera ky’omwaka kisoboola okutereza awamu n’okusa ku bitabo byoba osomye okuva mu nsi yamwe."
1608,3434190439741979063.wav,"Nafiirwa mwanyinaze nemukwano ggwe, bwe nageendayo waaliyo abantu babiri abalema mu bugaali, abantu nga bababuuka era nga babasindiika,” Armand Versace yaagamba"
1608,12887229163568360580.wav,"Nafiirwa mwanyinaze nemukwano ggwe, bwe nageendayo waaliyo abantu babiri abalema mu bugaali, abantu nga bababuuka era nga babasindiika,” Armand Versace yaagamba"
1608,17199133682850072130.wav,"Nafiirwa mwanyinaze nemukwano ggwe, bwe nageendayo waaliyo abantu babiri abalema mu bugaali, abantu nga bababuuka era nga babasindiika,” Armand Versace yaagamba"
1540,10958009237391871141.wav,"Mu mazima Tibetan Buddhism nyangu nyo. Erimu Kundalini Yoga, okufumintiriza n’ekkubo ery'okwagala okunyuvu."
1540,14030452614133689437.wav,"Mu mazima Tibetan Buddhism nyangu nyo. Erimu Kundalini Yoga, okufumintiriza n’ekkubo ery'okwagala okunyuvu."
1632,17679868365648713788.wav,"Abakazi balina okukizuula nti enjawukana mu byobuwangwa ziyinza okuvaamu kyewandiyise okutulugunya era sikyabulijjo okugobelerwa, okusikabmulwa omukono, nebirala."
1632,5130313331979253910.wav,"Abakazi balina okukizuula nti enjawukana mu byobuwangwa ziyinza okuvaamu kyewandiyise okutulugunya era sikyabulijjo okugobelerwa, okusikabmulwa omukono, nebirala."
1597,10361843829493871464.wav,Sente zisobola kuwanyisibwa ku tterekero lya sente mu bizinga ebisangibwa mu Stanley nga osaze okuva mu bukiika kono w’etterekero lya FIC.
1529,7424468063934301617.wav,"Gyebuvuddeko,Omukulembeze wakaweta, Jamie Siminoff, yajukira kampuni yatandika nga akade k'oluggi tekalina doboozi okuva mu dduuka lye mu garagi ye."
1529,6086237935779093458.wav,"Gyebuvuddeko,Omukulembeze wakaweta, Jamie Siminoff, yajukira kampuni yatandika nga akade k'oluggi tekalina doboozi okuva mu dduuka lye mu garagi ye."
1619,4278837083681154644.wav,Naye era obubonero obusinga bulagibwa mu Catalan woka kubanga lwalagirwa mumateeka nga lwelulimi olwasooka okutongozebwa.
1619,99823225777481997.wav,Naye era obubonero obusinga bulagibwa mu Catalan woka kubanga lwalagirwa mumateeka nga lwelulimi olwasooka okutongozebwa.
1518,12888229055195729641.wav,Eyali owapolisi ya Filipino akuumye abalambuzi ba Hong Kong mu buwambe nga awamba bbaasi yaabwe mu manila ekibuga ekikulu ekya Filipayini.
1535,203863737677199066.wav,Ekozesa tekinologiya okuva ku milongooti ngolese enkola enkadde eyomuttaka okusobola okukiriza abakendeeza omujuzo okusonga enwe mu nnyonyi ngabakozesa okukatiriza era bawe ababuusa enyonyi obubaka obutuufu.
1535,11042795498117407582.wav,Ekozesa tekinologiya okuva ku milongooti ngolese enkola enkadde eyomuttaka okusobola okukiriza abakendeeza omujuzo okusonga enwe mu nnyonyi ngabakozesa okukatiriza era bawe ababuusa enyonyi obubaka obutuufu.
1634,12566728558451276075.wav,"Japaani erina ebizinga kumpi kasanvu (ekisinga obunene nga ye Honshu), ekifuula Japaani ekizinga ekyomusanvu ekisinga obunene mu nsi!"
1634,4528287207249397127.wav,"Japaani erina ebizinga kumpi kasanvu (ekisinga obunene nga ye Honshu), ekifuula Japaani ekizinga ekyomusanvu ekisinga obunene mu nsi!"
1635,2404461922513518178.wav,"Tusobola okutandika okubeera mu mukwano n’obutonde bwensi, tusobola okwegata kumugendo gw’obutonde bwensi era tusobola okubeera abalwanirizi okusobola okukyuusa okubonabona kw’omumaaso mu diguli ezimu."
1635,15725082078763854972.wav,"Tusobola okutandika okubeera mu mukwano n’obutonde bwensi, tusobola okwegata kumugendo gw’obutonde bwensi era tusobola okubeera abalwanirizi okusobola okukyuusa okubonabona kw’omumaaso mu diguli ezimu."
1635,4822007954901158137.wav,"Tusobola okutandika okubeera mu mukwano n’obutonde bwensi, tusobola okwegata kumugendo gw’obutonde bwensi era tusobola okubeera abalwanirizi okusobola okukyuusa okubonabona kw’omumaaso mu diguli ezimu."
1627,518977787138828741.wav,Emmere y’Abaruumi abedda tesobola kuba nga yalimu emmere eyaleetebwa mu bulaaya okuva mu Amerika oba mu Eezia mu byaasa ebyaddirira.
1627,10126605068164086098.wav,Emmere y’Abaruumi abedda tesobola kuba nga yalimu emmere eyaleetebwa mu bulaaya okuva mu Amerika oba mu Eezia mu byaasa ebyaddirira.
1627,669065722381397183.wav,Emmere y’Abaruumi abedda tesobola kuba nga yalimu emmere eyaleetebwa mu bulaaya okuva mu Amerika oba mu Eezia mu byaasa ebyaddirira.
1531,13684511141367197254.wav,Obuzinga bwomubukiika kkono bwa Africa buli mu semayanja wa Buyindi okuva ku lubalama lwennyanja olwa bukiika kkono bwa Africa.
1531,11295188241505827501.wav,Obuzinga bwomubukiika kkono bwa Africa buli mu semayanja wa Buyindi okuva ku lubalama lwennyanja olwa bukiika kkono bwa Africa.
1609,5063049482050609891.wav,"Robin Uthappa ya kola ebyomundda ne obubonero obw’wagulu , emisinde 70 runs ne mipiira 41 okukona nya’s 11 n mikaga 2."
1590,837908948564407470.wav,"Bbiya owokukyalo akyasinze ye ‘namba emu’, ssi bbiiya ali awo omuzibu, naye musuffu era wadekende. Bbiya omulala owokukaalo ayitibwa “Manta”."
1590,11414767876991764870.wav,"Bbiya owokukyalo akyasinze ye ‘namba emu’, ssi bbiiya ali awo omuzibu, naye musuffu era wadekende. Bbiya omulala owokukaalo ayitibwa “Manta”."
1659,14501193600112132157.wav,Banasanyansi bagambye nti okubwatuka okwavude mukutomeregana kwabade kwamanyi nyoo.
1659,12555204415748631126.wav,Banasanyansi bagambye nti okubwatuka okwavude mukutomeregana kwabade kwamanyi nyoo.
1624,10981561183752224162.wav,Amazzi gomunda mutwe mulungi okusinziirako okukolerako oluwumula.
1624,10172358383266064299.wav,Amazzi gomunda mutwe mulungi okusinziirako okukolerako oluwumula.
1520,5783702791786708381.wav,"Kubantu 1400 abakebuuziibwaako ng’empaka zokulonda omukulembeze tezinabaawo, abatawagira Australia okufuna obwetwaaze beyongedde nebitundu 8 ku 100 okuva mu 2008."
1520,17911697998616351675.wav,"Kubantu 1400 abakebuuziibwaako ng’empaka zokulonda omukulembeze tezinabaawo, abatawagira Australia okufuna obwetwaaze beyongedde nebitundu 8 ku 100 okuva mu 2008."
1587,14361864320718883127.wav,Ebyaava mu kirwadde ebisooka mu kiseera kino byaletebwa mu mwezi gw'omusanvu nga gugwaako.
1587,5017191174633852100.wav,Ebyaava mu kirwadde ebisooka mu kiseera kino byaletebwa mu mwezi gw'omusanvu nga gugwaako.
1521,17873251563899792601.wav,"Emilongooti jomubanga jifuna amaloboozi negimala negigaza, mubwangu dala."
1521,6052241640027428691.wav,"Emilongooti jomubanga jifuna amaloboozi negimala negigaza, mubwangu dala."
1521,4977180646241585524.wav,"Emilongooti jomubanga jifuna amaloboozi negimala negigaza, mubwangu dala."
1580,1655165823382406164.wav,"Mu Amerika yonna, waliwo abantu emitwalo ana 400000 abalina obulwadde bw’emisiwa MS, ekitegezza nti bwe bukyasinga okusanyalaza abavubuka n’abantu abato abali mu myaka gyomumasekati."
1580,17647157990067274939.wav,"Mu Amerika yonna, waliwo abantu emitwalo ana 400000 abalina obulwadde bw’emisiwa MS, ekitegezza nti bwe bukyasinga okusanyalaza abavubuka n’abantu abato abali mu myaka gyomumasekati."
1547,10427144729829126707.wav,NHK naye yagamba nti Kashiwazaki Kariwa ekolero lya amaanyi ga nuclear mu Niigata prefecture lyali likola bulungi.
1614,9109601786923026468.wav,"Biraba burungi nnyo mu nzikiza nga bikozesa ebitangaala by'ekiro, ate busooba. Kappa ekika kya Oceloti zikwaata ekyokulya nga zikyuusa langi yaazo okufaanana ne weziri awo nno, ne zibuukira ekyokulya."
1638,4851394002690443281.wav,Safari oba osanga kye kyobulambuzi ekikyasinze mu Africa era kye kinyuvu eri abalambuzi abasinga.
1638,6613195444859340454.wav,Safari oba osanga kye kyobulambuzi ekikyasinze mu Africa era kye kinyuvu eri abalambuzi abasinga.
1553,13500464832360834554.wav,"Ssekukulu lwelumu kunaku enkulu mu nzikiriza yabakristu, ate era lujaguzibwa nga amazalibwa ga Yesu."
1553,13742483784652950050.wav,"Ssekukulu lwelumu kunaku enkulu mu nzikiriza yabakristu, ate era lujaguzibwa nga amazalibwa ga Yesu."
1512,8083612847967589476.wav,Obutonde obupya buno bulina ebikozesebwa ebyenjawulo nebibyawula ebyenjawulo oba ebikolebwa okubeera abavuganya abamaanyi nokusinga kwabo bebali betaaze ku ntandikwa.
1512,1034951996191290791.wav,Obutonde obupya buno bulina ebikozesebwa ebyenjawulo nebibyawula ebyenjawulo oba ebikolebwa okubeera abavuganya abamaanyi nokusinga kwabo bebali betaaze ku ntandikwa.
1626,18405472923143101585.wav,"Eyawangula omudaali gwa zawabu mu Olympics yabadde agenda kuwuga mu kuzanyamu n’akafubutuko ak’ebitundutundu ebisatu mu mizanyo gy’obulamu obwabulijjo, naye olw’okwemulugunyakwe amaanyige bagatankana."
1558,11923412751801413237.wav,"Nga ekitongole kyonna tekinnaba kubeera nga kireeta enkyukakyuka, abakikulembera be balina okukiteekawo nga kw’ogasse n'amagezi agagabanwa awamu n’okuyiga."
1558,1391824573544008364.wav,"Nga ekitongole kyonna tekinnaba kubeera nga kireeta enkyukakyuka, abakikulembera be balina okukiteekawo nga kw’ogasse n'amagezi agagabanwa awamu n’okuyiga."
1558,1315640887124051669.wav,"Nga ekitongole kyonna tekinnaba kubeera nga kireeta enkyukakyuka, abakikulembera be balina okukiteekawo nga kw’ogasse n'amagezi agagabanwa awamu n’okuyiga."
1570,18357164831224015530.wav,Tebalina buyinza okuvvuula amateeka gemisolo n’emiwendo wakati w’amawanga.
1570,18007355050056431772.wav,Tebalina buyinza okuvvuula amateeka gemisolo n’emiwendo wakati w’amawanga.
1523,16545327229639774067.wav,"Oluteeba olw’asembayo lwaali lwamusaayi, 21 ku 20, ekomelero ewali akaguwa akakamalirizo ak’abadugavu."
1618,14322729951508301385.wav,"Amambuka oba amasekati ga Sentinel galina ensozi za Antarctica ezisinga obuwanvu, e Vinson Massif, peaking at 4892 m Mount Vinson."
1618,3452808120445352393.wav,"Amambuka oba amasekati ga Sentinel galina ensozi za Antarctica ezisinga obuwanvu, e Vinson Massif, peaking at 4892 m Mount Vinson."
1618,13596743841003714093.wav,"Amambuka oba amasekati ga Sentinel galina ensozi za Antarctica ezisinga obuwanvu, e Vinson Massif, peaking at 4892 m Mount Vinson."
1656,3058672312717197306.wav,Poliisi yagambye nti omufu yabadeewo okumala olunaku lulamba.
1656,1964373970663222394.wav,Poliisi yagambye nti omufu yabadeewo okumala olunaku lulamba.
1656,12574560609946188037.wav,Poliisi yagambye nti omufu yabadeewo okumala olunaku lulamba.
1630,14620512057768745246.wav,Arly Velasquez owa Mexico yamaliliza mukifo kyakuminabatano mu basajja mu ntula zza Super-G.
1630,1723001928810846010.wav,Arly Velasquez owa Mexico yamaliliza mukifo kyakuminabatano mu basajja mu ntula zza Super-G.
1563,1923497399921937815.wav,"Abanoonyereza bateeseza nti wadde nga gunno gwemukira gwa dinosaur, ebivudemu bilaga ebyooya by’ebinyonyi ate si byabukoko wansi."
1563,7391546709680764328.wav,"Abanoonyereza bateeseza nti wadde nga gunno gwemukira gwa dinosaur, ebivudemu bilaga ebyooya by’ebinyonyi ate si byabukoko wansi."
1563,6421332550584055847.wav,"Abanoonyereza bateeseza nti wadde nga gunno gwemukira gwa dinosaur, ebivudemu bilaga ebyooya by’ebinyonyi ate si byabukoko wansi."
1658,1785578518100620796.wav,"Nemidaali 18 egiliwo mulunaku, ensi nyingi ziremedwa okwekolera akatuuti."
1658,8608951949592634741.wav,"Nemidaali 18 egiliwo mulunaku, ensi nyingi ziremedwa okwekolera akatuuti."
1550,950220304871879381.wav,"Okukola goggolo ku muzira kye kinti ekisinga okukolebwa abatambuze nga waliwo abakyagala ennyo, ekimanyikiddwa nga “ski bums”, bateekateeka oluwummula lyonna mu kifo kye kimu."
1550,17164764199046185053.wav,"Okukola goggolo ku muzira kye kinti ekisinga okukolebwa abatambuze nga waliwo abakyagala ennyo, ekimanyikiddwa nga “ski bums”, bateekateeka oluwummula lyonna mu kifo kye kimu."
1564,14872113012070005111.wav,"Abalwadde abamu balabika bafunye ekiwuka mu ddwaliro, omusawo Moll bwalowooza, ate nga ekitono babiri baali bakola mu ddwaliro."
1564,1751020134639158783.wav,"Abalwadde abamu balabika bafunye ekiwuka mu ddwaliro, omusawo Moll bwalowooza, ate nga ekitono babiri baali bakola mu ddwaliro."
1657,17351401097873388926.wav,Enongosereza yonna oba okusaba kulina okuyita mu bakola kubyentabula okusooka so si kukolagana na wooteri.
1657,15380690586693835227.wav,Enongosereza yonna oba okusaba kulina okuyita mu bakola kubyentabula okusooka so si kukolagana na wooteri.
1657,5865072981184058396.wav,Enongosereza yonna oba okusaba kulina okuyita mu bakola kubyentabula okusooka so si kukolagana na wooteri.
1522,16264467434176254505.wav,"Tekinologiya akuwa ekyokola wamu n’ebyobulambuzi. Abayizi basobola okulaba ku materekero g’ebikadiye, okukyalira amaterekero gebyenyanja, oba okwegomba ebibumbe ebirungi nga batudde mu kibiina."
1522,12091006945042605899.wav,"Tekinologiya akuwa ekyokola wamu n’ebyobulambuzi. Abayizi basobola okulaba ku materekero g’ebikadiye, okukyalira amaterekero gebyenyanja, oba okwegomba ebibumbe ebirungi nga batudde mu kibiina."
1617,10407549939657866974.wav,"Etterekero ly’ebisoro elya Kruger Nansono paaka esangibwa mu mambuka gobukiika kkono bwamaserengeta ga Africa nga esarikiriza ne Mozambique mu buvanjuba, Zimbabwe mu mambuka , atte mumaserengeta wosanga omugga ogwa goonya."
1617,11420227867192215210.wav,"Etterekero ly’ebisoro elya Kruger Nansono paaka esangibwa mu mambuka gobukiika kkono bwamaserengeta ga Africa nga esarikiriza ne Mozambique mu buvanjuba, Zimbabwe mu mambuka , atte mumaserengeta wosanga omugga ogwa goonya."
1617,14256883193694060793.wav,"Etterekero ly’ebisoro elya Kruger Nansono paaka esangibwa mu mambuka gobukiika kkono bwamaserengeta ga Africa nga esarikiriza ne Mozambique mu buvanjuba, Zimbabwe mu mambuka , atte mumaserengeta wosanga omugga ogwa goonya."
1601,13037610872414859510.wav,Banasayansi balowooza nti kappa ekika kya ocelot zigoberera n’ezisanga ekyokulya nga ziwunyiriza wezayise kuttaka.
1601,4285223882577639384.wav,Banasayansi balowooza nti kappa ekika kya ocelot zigoberera n’ezisanga ekyokulya nga ziwunyiriza wezayise kuttaka.
1633,15164151540920131229.wav,"Mu bino ebyentambula ebyakabi buli omu alina ngeri emu oba endala gyali nga abimanyiiko, ate nga awagira ebyentambula eby'emmotoka z’obuyonjo."
1633,1093448895810732285.wav,"Mu bino ebyentambula ebyakabi buli omu alina ngeri emu oba endala gyali nga abimanyiiko, ate nga awagira ebyentambula eby'emmotoka z’obuyonjo."
1537,10060822501750346075.wav,Piramidi zirabikira mu nzikiza era osobola okuziraba nga akazannyo tekanatandika.
1537,11316913816302673049.wav,Piramidi zirabikira mu nzikiza era osobola okuziraba nga akazannyo tekanatandika.
1559,8650325111000235064.wav,Okwatula ebigambo kwangu nnyo mu luyitale okusinziira nti ebigambo ebisinga byogerwa nga bwe biwandiikibwa.
1582,18269050200203358859.wav,Obulamu obusinga obwa ab’enju ya bebbulaniya bwatuukawo mu mpewo.
1648,8285953071096925298.wav,"Tewaliwo bibira bigazi ku ttaka lye Cana, noolwekyo embawo zali za buseere nyo."
1654,14748581744105104745.wav,Simanyi oba okiraba oba neda naye ebyamaguzi ebiva mu masekati ga America byaja munsi eno nga tebiriko musoro.
1654,15956572724190584397.wav,Simanyi oba okiraba oba neda naye ebyamaguzi ebiva mu masekati ga America byaja munsi eno nga tebiriko musoro.
1556,11732119304057505941.wav,"Omulimu gwe ogw’amaanyi ogw’omulundi ogwa 1000 “Ebikolwa eby’ekitalo ebya ba Swedish Kings” nga bya David Klöcker Ehrenstrahl mu 2000, ogwateekebwa mu Guinness Book of World Records."
1513,216989977024672615.wav,Egwanga ly’Argentina limanyiddwa nyo okubera ne tiimu y’omuzanyo gwa polo esinga mu nsi yona
1644,10287978801440833710.wav,"Webamubuziza kyayogela ku kino, Miller yagambye, “Mike ayogela nyo mu kutesa, nabadde netegeka, kale sawulidde byeyagambye”."
1629,1229459657089785020.wav,"Alipoota agamu gateeka okufa okutongole ku munaana, era alipoota entongole gakakasa nti okutuuka ku bantu asaatu bakosebwa; naye omuwendo ogusembayo tegunamanyika."
1574,18300036698142555676.wav,"Ebisera by’omuzira bitela okubuzabuza, embera y’obudde tetela kukwata muzira, naye empewo enyogoga nyo n’okusinga bwekyandibadde"
1574,3366153590500980550.wav,"Ebisera by’omuzira bitela okubuzabuza, embera y’obudde tetela kukwata muzira, naye empewo enyogoga nyo n’okusinga bwekyandibadde"
1574,7652405589610655461.wav,"Ebisera by’omuzira bitela okubuzabuza, embera y’obudde tetela kukwata muzira, naye empewo enyogoga nyo n’okusinga bwekyandibadde"
1576,14368275938625716507.wav,"Koosi elina okumalayo byonna ebyogedwaako wanno mubujuvu, nga mulimu nebilabikako."
1576,7182181632045056815.wav,"Koosi elina okumalayo byonna ebyogedwaako wanno mubujuvu, nga mulimu nebilabikako."
